word1,word2,label1,label2,sim_value
kitten,rain,n,n,7.0
hang,smile,v,n,7.0
bikini,sculpture,n,n,7.0
bible,dirt,n,n,7.0
clock,stripe,n,n,7.0
idea,stop,n,v,7.0
haircut,stop,n,v,7.0
auto,santa,n,n,7.0
marble,sing,n,v,7.0
drive,ear,n,n,7.0
bear,subway,v,n,7.0
makeup,race,n,n,7.0
haircut,pyramid,n,n,7.0
blonde,rock,j,n,7.0
belly,field,n,n,7.0
mammal,yellow,n,j,7.0
cat,locomotive,n,n,7.0
makeup,square,n,j,7.0
cigarette,tile,n,n,7.0
butterfly,stadium,n,n,7.0
bloom,friend,n,n,7.0
guy,stop,n,v,7.0
pillow,stone,n,n,7.0
stocking,tomato,n,n,7.0
frost,protest,n,n,7.0
sign,stocking,v,n,7.0
ski,skirt,n,n,7.0
cat,purple,n,j,7.0
diner,muscle,n,n,7.0
marble,sunglasses,n,n,7.0
berry,fly,n,v,7.0
chocolate,rock,n,n,7.0
airplane,guitar,n,n,7.0
bread,ocean,n,n,7.0
bay,chipmunk,n,n,7.0
tall,wool,j,n,7.0
purple,twig,j,n,7.0
cemetery,cone,n,n,7.0
face,stop,n,v,7.0
dude,stop,n,v,7.0
bicycle,handwriting,n,n,7.0
dragon,oak,n,n,7.0
drug,reflection,n,n,7.0
bakery,panorama,n,n,7.0
mallard,poster,n,n,7.0
snake,taxi,n,n,7.0
dessert,head,n,n,7.0
bear,hockey,v,n,7.0
puddle,red,n,j,7.0
brick,dress,n,n,7.0
building,zombie,n,n,7.0
bible,cottage,n,n,7.0
bath,panorama,n,n,7.0
automobile,fabric,n,n,7.0
gun,picture,n,n,7.0
bear,construction,v,n,6.0
dye,kiss,n,n,6.0
baseball,bear,n,v,6.0
crab,grave,n,n,6.0
craft,soup,n,n,6.0
lock,misty,v,j,6.0
horse,interior,n,n,6.0
grass,stop,n,v,6.0
jellyfish,punk,n,n,6.0
reptile,vacation,n,n,6.0
clown,flood,n,n,6.0
crab,ink,n,n,6.0
canyon,pizza,n,n,6.0
butterfly,leave,n,v,6.0
hamster,party,n,n,6.0
game,husky,n,n,6.0
camel,highway,n,n,6.0
baseball,cheetah,n,n,6.0
journal,squirrel,n,n,6.0
dandelion,stand,n,v,6.0
abstract,vehicle,j,n,6.0
party,sink,n,v,6.0
amphibian,berry,n,n,6.0
marble,monkey,n,n,6.0
ancient,poster,j,n,6.0
grass,skull,n,n,6.0
cattle,web,n,n,6.0
fly,sexy,v,j,6.0
ink,tropical,n,j,6.0
pyramid,swimsuit,n,n,6.0
bag,wild,n,j,6.0
exhibition,soup,n,n,6.0
kitten,travel,n,n,6.0
swim,vehicle,v,n,6.0
costume,ocean,n,n,6.0
pigeon,reading,n,n,6.0
origami,stadium,n,n,6.0
animal,candy,n,n,6.0
happy,stop,j,v,5.0
canyon,piano,n,n,5.0
leather,swan,n,n,5.0
goose,outfit,n,n,5.0
goose,locomotive,n,n,5.0
garage,mammal,n,n,5.0
drug,wolf,n,n,5.0
graveyard,pug,n,n,5.0
rice,ticket,n,n,5.0
mammal,rope,n,n,5.0
hill,rust,n,n,5.0
paw,protest,n,n,5.0
petal,pug,n,n,5.0
interior,mushroom,n,n,5.0
chocolate,squirrel,n,n,5.0
mammal,write,n,v,5.0
tea,whisker,n,n,5.0
kitchen,wedding,n,n,5.0
chocolate,wig,n,n,5.0
hang,mom,v,n,5.0
dragonfly,piano,n,n,5.0
handwriting,pig,n,n,5.0
brick,rabbit,n,n,5.0
burger,mountain,n,n,5.0
girl,morning,n,n,5.0
canal,silhouette,n,n,5.0
advertisement,pond,n,n,5.0
paw,theatre,n,n,5.0
raspberry,write,n,v,5.0
breakfast,staircase,n,n,5.0
carrot,city,n,n,5.0
ipod,rope,n,n,5.0
meat,pond,n,n,5.0
live,makeup,v,n,5.0
piano,wolf,n,n,5.0
girl,wind,n,n,5.0
frog,subway,n,n,5.0
dew,engine,n,n,5.0
cake,library,n,n,5.0
carnival,wool,n,n,5.0
bottle,library,n,n,5.0
dragon,furniture,n,n,5.0
skull,storm,n,n,5.0
rodent,smile,n,n,5.0
punk,skyscraper,n,n,5.0
gun,pizza,n,n,4.0
pub,snowman,n,n,4.0
meat,moon,n,n,4.0
potato,skating,n,n,4.0
dragonfly,wine,n,n,4.0
flight,whisker,n,n,4.0
boxer,lighthouse,n,n,4.0
fungus,wedding,n,n,4.0
mirror,raspberry,n,n,4.0
bike,hummingbird,n,n,4.0
key,misty,j,j,4.0
cafe,frog,n,n,4.0
soup,wool,n,n,4.0
carrot,memorial,n,n,4.0
lion,square,n,j,4.0
bucket,girl,n,n,4.0
feline,nut,j,n,4.0
gun,quote,n,n,4.0
furniture,pizza,n,n,4.0
goose,stencil,n,n,4.0
abstract,frog,j,n,4.0
fish,rocket,n,n,4.0
flamingo,office,n,n,4.0
rabbit,sphere,n,n,4.0
ice,sheep,n,n,4.0
car,tongue,n,n,4.0
bracelet,mountain,n,n,4.0
cocktail,write,n,v,4.0
cigarette,skating,n,n,3.0
tomato,whale,n,n,3.0
fish,theatre,n,n,3.0
donut,panda,n,n,3.0
hot,zombie,j,n,3.0
machine,pond,n,n,3.0
guitar,nude,n,j,3.0
bread,cliff,n,n,3.0
bible,misty,n,j,3.0
cheetah,soup,n,n,3.0
child,ford,n,n,3.0
cheetah,phone,n,n,3.0
explosion,stencil,n,n,3.0
carrot,design,n,n,2.0
jellyfish,rally,n,n,2.0
military,tomato,j,n,2.0
gun,stair,n,n,2.0
cafe,lizard,n,n,2.0
post,tulip,v,n,2.0
grave,hat,n,n,2.0
giraffe,harbor,n,n,1.0
feather,truck,n,n,1.0
festival,whisker,n,n,1.0
muscle,tulip,n,n,1.0
bikini,pizza,n,n,1.0
